apartment_name,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility,luxury_facility_scores,luxury_category,Latitude,Longitude,apartment_loc,price_per_sqft,price_range,area_range
Sai Vihar,west,2,Moderatly Old,1080.0,1283.0,1445.94,0.68,"['Raghavendra Swamy Mutt', 'Ganesha Temple', 'Shani Temple', 'Kalabhairava Temple', 'Gayatri Temple', 'Shri Nimishamba Devi Temple', 'Rajarajeshwari Temple', 'Sudhanva Health Care', 'Unity Hospital Bengaluru Urban', 'Yogeshwara Clinic', 'Satvik Dental Clinic', 'Pramathana Dental Care', 'Veturi Child Health Centre', 'Sri Venkateshwara Nethralaya', 'Medical Center', 'BGS Global Hospitals', 'Vasavi Mahal', 'IEM Auditorium', 'Global Village Tech Park', 'Mindtree Global Village Parking Area', 'Indian Oil', 'Apex bank', 'Uco bank', 'State bank of india', 'Hdfc bank', 'Punjab national bank', 'Canara bank', 'Canara bank', 'Kotak mahindra bank rvce branch', 'Santhrupthi Hotel', 'Pallavi', 'Coffee Day', 'Global Village Cafeteria', 'Kaapi Katte', 'Andra Spice', ""Papa John's"", 'Beijing Bites', 'Adigas Mookambike', 'Rajarajeshwari Canteen', 'Dominos Pizza', '1947', 'PANCHASHEELA POLYTECHNIC SCHOOL', 'Chitrakala Parishattu', 'JSS Academy of Technical Education', 'RNS Institute of Technology', 'BET Convent', 'Carmel School Ground', 'BGS Public School', 'R.V. College of Engineering', ' library']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",49.0,low,12.9187,77.52,Rajarajeshwari Nagar,4702.823077,50L-1Cr,1000-1500 sqft
Sai Vrushabadri Towers,east,2,Relatively New,,1096.0,1220.0,1.23,"['Vallasiddi Vinayaka Temple Chansandra', 'Hdfc bank ATM', 'Punjab national bank ATM', 'New Life Hospital bangalore', 'Tele Rad RX DX Health care Pvt Ltd', 'Coporation city bank', 'Karnataka bank', 'Manappuram finance bank', 'New Uduppi Hotel', 'Chandana Bakery', 'Om Sai Punjabi Dhaba', 'Nandi Upachar', 'Government Model middle school', 'MVJ College of Engineering', 'Whitefield Global School', 'Whitefield railway station']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",80.0,medium,13.0139,77.7089,Koralur,10081.96721,1Cr-1.5Cr,1000-1500 sqft
Saideep Hulas,east,2,Relatively New,950.0,1131.0,1260.0,1.17,"['K.R Puram', 'ITPL', 'New Baldwin School', 'CMH Hospital, Indiranagar', 'Bengaluru International Airport', 'K.R Puram Railway Stn/Tin Factory', 'Manyata Tech Park', 'Sai Baba Ashram']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",29.0,low,13.0139,77.7089,Virgonagar,9285.714286,1Cr-1.5Cr,1000-1500 sqft
Saiven Siesta,east,1,Relatively New,,521.0,580.0,0.38,"['Balaji Nursing Home', 'Sri Lakshmi Multi Speciality Hospital', 'Amruth Park Land', 'Global Indian International School GIIS', 'SAMAN Portable Office Solutions']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",92.0,medium,12.8925,77.7795,Volagerekallahalli,6551.724138,< 50L,< 1000 sqft
Saketh Hillside,south,3,Moderatly Old,1100.0,1286.0,1287.0,0.81,"['Ganesha Mural', 'Hdfc ATM', 'Arogya Clinic', 'Vaishanavi ENT Clinic', 'Nargund Clinics', 'Beta Clinic', 'Sri Devi Clinic', 'Lakshmi Venkateswara Clinic', 'Metropolis Healthcare', 'Ramdas Homeopathy Clinic', 'Ravi Clinic', 'Chowdeshwari Dental Clinic', 'Vajradanta Dental Clinic', 'Hanumagiri Clinic', 'Sudha Prevention Centre', 'Sg Hospital', 'Vittal Eye HOspital', 'Abhaya Eye Hospital Super Speciality Eye Care Centre', 'Udhbhava Hospital', 'Netraspandana Healthcare and Research Pvt. Ltd', ""Nandeesh's Dental Speciality"", 'Dr. Jagadish Adiga', 'GBY ENT Clinic', 'Dermacare Skin Clinic', 'Shrinetra Eye Clinic', 'Gowri Dental Clinic', 'Surya Galaxy Hospital', 'Prashant Clinic', 'MedPlus', 'Vishwas Medicals', 'Sunrise Diagnostic Laboratory', 'AGS Layout Bus Stand', 'Sri Mahadeshwara Filling Station', 'Union bank of india', 'Nandini Milk Parlor', 'North Karnataka Joladda Roti', 'Kairali', 'Taaza cake', 'Cafe Coffee Day', 'Mandara Bar and Restaurant', 'Ayodhya Upachar', 'Chicken Hunt', 'Nandhini', 'Cane Crush', 'Dal Tadka', 'Beijing Bites', 'KFC', 'Sri Chaitanya Techno School', 'Auden School', 'Lending library']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water Storage', 'Visitor Parking']",20.0,low,12.9055,77.5955,Gurudatta Layout,6293.706294,50L-1Cr,1000-1500 sqft
Sakthi Developer,south,3,Relatively New,1104.0,1380.0,1555.26,0.58,"['Bommasandra metro station', 'Hebbagodi metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Temple', 'Axis bank ATM', 'Canara bank ATM', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Elite Canals Dental Clinic', 'Sri Sai Clinic', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Anjaneya Homeo Care', 'Goverment Veterinary Clinic', 'Vimalaya Hospital', 'Bhumika Hospital', 'Svasthir Care Centre', 'Global Speciality Hospital', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Priyadarshini Petrol Gas Station', 'Indian Oil', 'Cqtholic syrian bank', 'South indian bank', 'Meat and Eat', 'Sweet Revenge', 'KFC', 'Hotel Prashanth', 'Thirumala bar', 'Ritz Electronic City', 'Time Traveler sai Vishram Electronic', 'Cafe Coffee Day', 'Sunshine', 'Thali', 'On The Rock Electronic City', 'Royal South Restaurant', 'Narayana Veg Treat', 'Urban Herbivore', 'Hotel Food Zone', 'MBR Dum Biryani County', 'Varvathi', 'Ebenezer International School Bangalore', 'BTL Institute of Technology', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",0.0,low,12.8567,77.5877,Ananth Nagar Phase 2,3729.279992,50L-1Cr,1000-1500 sqft
Salarpuria Sattva Aspire,north,3,Moderatly Old,,1711.0,1904.0,2.05,"['Elements Mall', 'Super Market', 'Ring Road', 'MG Road', 'Cox Town', 'Delhi Public School', 'Legacy School', 'Faran College of Management', 'United International School', 'Columbia Asia', 'Home of Hope', 'Trinity Nursing Home', 'International Airport', 'Manyata IT Park', 'Sports Centre']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Fitness Centre / GYM', 'Club house / Community Center']",188.0,high,13.0839,77.6277,Chikkagubbi,10766.80672,> 2Cr,1500-2000 sqft
Salarpuria Sattva Cadenza,south,3,Relatively New,1287.0,1596.0,1850.0,3.6,"['Rashtreeya Vidyalaya Road', 'Fab Hypermart', 'NH 48', 'Dayananda Sagar University', 'New Cambridge High School', 'Care N Cure Hospital', 'Kempegowda Int. Airport', 'Karmelaram Station', 'AMR Tech Park', 'Grand Mercure Bangalore', 'Karnataka Golf Association']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",0.0,low,12.8855,77.6355,Kudlu Gate,19459.45946,> 2Cr,1500-2000 sqft
Salarpuria Sattva Gold Summit,north,2,Under Construction,1135.0,1349.0,1520.32,1.6,"['Sri Gavreyanna Sidheshwara Swamy Temple', 'Ayappa Temple', 'Emmanuel Marthoma Church', 'Kothanur CSI Church', 'Sri Shiva Chamundi Temple', 'Malankara Orthodox Syrian Church - Bangalore Diocesan Centre', 'Philadelphia AG Church', 'Blessing Worship Center', 'State bank of india ATM', 'Icici bank ATM', 'Union bank ATM', 'Andhra bank ATM', 'Axis bank ATM', 'Medi Derma Hospital', 'Bangalore Prime Hospital', 'Clubhouse', 'Krishna Medicals', 'Golden Palms Visitors Parking', 'Indian overseas bank', 'Icici bank', 'State bank of india', 'Sash Cafe', 'Straight Up', 'Taawoon', 'Chosen Cafe', 'Arunachalam Hot Chips', ""Appam's Bakery and Sweets"", 'Kairali Mess', ""Joicy's Kitchen"", 'De Grand', 'Chinese Bowl', 'Cafe Zamorin', 'Kolkata Famous Kati Roll', 'Coffe Cream Cafe', 'Lassi Store', 'Dreamland Food Corner', 'Fella Cafe', 'Roti Land Family Dhaba', ""Mom's Kitchen - Tanang Naga"", '3 Ediots', 'Cafe Coffee Day', 'Jiffy Cafe', 'Luqma', 'Little Lions', 'Teresa Bacq School', 'Alpha College of Engineering', 'Alpha College of Engineering', 'Vijaya Vittala Institute of Technology', 'Samar International Islamic School', 'Tecwink']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",48.0,low,13.0325,77.6415,Hennur Road,10524.10019,1.5Cr-2Cr,1000-1500 sqft
Salarpuria Sattva Melody,south,3,Old,2464.0,2928.0,3299.86,2.2,"['Nayandahalli metro station', 'Rajarajeshwari nagar metro station', 'Mysore road metro station', 'Jnana bharathi metro station', 'Church', 'Karnataka bank ATM', 'Icici ATM', 'Icici ATM', 'Sri Manikanta Polyclinic', 'Vasan Eye Care Hospital Rajarajeswari Nagar', 'Rc Hospital', 'Mysore Road Hi-Tech Pharma', 'Sri Manikanta Medical', 'Trust', 'Indian Oil Petrol Pump', 'Indian Oil', 'Hindustan Petroleum', 'Go Gas', 'Total Gaz', 'Shell', 'Canara bank', 'Union bank of india', 'Icici bank', 'Axis bank', 'Big Cinemas', 'Ashwini Bar and Restaurant', 'Gurushree Grand', ""McDonald's"", 'Eastwind Delicious Biryani', 'KFC', ""KC'S Club"", 'The Club', 'Sri Krishna Nandagokula Veg', 'Twillight Tandoor Resto', 'Stone House Cafe', 'Food Corner', 'Nescafe', 'Great Indian Bhukkad', 'PES Food Court', 'Cafe Coffe Day Express', 'R.R. Cafe', 'Vidya Vikas Polytechnic', 'B M Valley School', 'Young World', 'PES University', 'Urban DIET', 'Nayandahalli railway station', 'Saatvik Solutions LLP', 'Reference library', 'Lending library']","['Security / Fire Alarm', 'Power Back-up', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",79.0,medium,12.9055,77.5955,Pantharapalya,6666.949507,> 2Cr,> 2500 sqft
Samanvitha Unicorn,north,3,New Property,1670.0,1984.0,2235.97,2.05,"['Maha Ganapathi Temple', 'Om Shakthi Temple', 'Hotel Little Imperial', 'Sri Shakti Vinayaka Temple', 'Iob ATM', 'Vivekananda Health Global - Ayurveda Naturopathy & Yoga', 'Amrik Nethralaya', ""Anjani Women's Day Care Hospital"", 'Twinkle Kids Child Care Speciality Clinic', 'Specialist Hospital', 'Rajbal Skin Clinic', 'Herbocare Hospital Pvt', 'Lokhande S Hospital', 'Allure Dental and Facial Aesthetics Clinic', 'Express Clinic', 'Oliva Skin and Hair Clinic', ""Dr. Dinakar's Child Care"", 'Tranquil Healthcare', 'Pratham Ent and Child Care Centre', 'Krupa Homeopathic Clinic', 'Kalyan Eye Clinic', 'All Peoples Church & World Outreach', 'The Family Pharma', 'Trust Pharma', 'Kotak mahindra bank', 'Vijaya bank', 'Bank of maharashtra', 'Sbi racpc bank', 'Andhra bank', ""The Chef's Story"", 'Cafe Coffee Day', 'Aramana', 'Oye Hoye', 'Hi Seoul', 'Rastarasta.com', 'Sway', 'Cuppa', 'Corner House', 'Corner House', 'Ibaco', 'OvenTreats - Patisserie.Bistro', 'Float Brewery', 'Adigas Annapoorna', 'fusion', 'Little Imperial', 'Sri Krishna Bhawan', 'CMR University', 'East Point College', 'Patel Public School', 'Just books library']","['Lift(s)', 'Fitness Centre / GYM']",55.0,medium,13.0297,77.6328,HRBR Layout,9168.280433,> 2Cr,1500-2000 sqft
Samhita Rabow MTB,east,3,Moderatly Old,,1528.0,1700.0,1.45,"['Big Bazaar', 'Venkateshwara Temple', 'State bank of india ATM', ""Dr Desai's Micro Lab"", 'Sofiyacare Skin And Hair Clinic', 'Hear2Speak Clinic', 'Bangalore Pet Hospital', 'Karunashraya', 'Yashomathi Hospitals', 'Apollo Pharmacy', 'Trust Chemist and Drugs', 'Apollo Pharmacy', 'A K Medicals', 'Rajeshwari Pharma Shop', 'SKRCC Parking', 'HDFC Bank Parking', 'Karur vyshya bank & atm', 'Karur vysya bank', 'Sura Whine Shop', 'Eatoz', 'Punjabi Khanna', 'Den Bakery', 'Energizer', 'Lassi Corner', 'Nila Bhima', 'Sri Lakshmi Vaibav Hotel', 'Bake Master', 'Deckers Lane', 'Cafe Coffee Day', 'Biryani Zone', 'Bhagini restaurant', 'Nandini wines.', 'Wokantava', 'Basaveshwara Khanavali', 'Cheeky Bites', 'M M A Kababs', 'Nandhini', 'Kritunga restaurant', 'Subway And New Zealand Naturals Icecream', 'Bhagini', 'Gusto pizza', 'Golconda Chimney', 'KFC', 'Bageecha Family Restaurant', ""Domino's Pizza"", 'Karma Foods', 'Bakery', 'Vibgyor High Marathahalli', 'Akash Iit Jee', 'Vagdevi Vilas super school']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",78.0,medium,12.9647,77.7258,Thubarahalli,8529.411765,1Cr-1.5Cr,1500-2000 sqft
Samhita Sarovar,east,2,Old,,1340.0,1510.18,0.88,"['Temple', 'Gethseman Sungji Church', 'Hanuman Temple', 'Ganesha Temple', 'Shiva', 'Om Shakti Temple', 'Hanuman', 'Bethel Assembly of God Church', 'Hdfc ATM', 'Axis bank ATM', 'Geriatric Hospitals', ""Dr. Sailaja's Super Speciality Eye Hospital"", 'Karunya Homoeopathy Centre', 'Sri Venkateshwara Clinic', ""Arjun's Child Care Clinic"", 'Nava Chaithanya Clinic', ""People's Clinic"", 'Stroke Treatment Paralysis', ""The Children's Clinic"", ""Women's Speciality Polyclinic"", 'Lifespan Diabetic Clinic', 'Motherhoodclinic', 'Jaya Dental Clinic', 'Urban Kids Clinic', 'Shubham Ayurvedic Clinic', 'Maneet Poly Clinic', 'Cloudnine Hospital', ""Shishuka Children's Speciality Hospital"", 'VVCH Conference Hall', ""Maruthi Medical's"", 'Dava Sagar', 'MedPlus', 'Apollo', 'Maruthi Medicals', 'State bank of india', 'Karnataka bank', 'Biryani House', 'Ifun', 'Kalleshwari Rice corner', 'Starbucks', 'Ruchi', 'Sweet Chariot Cafe', 'Chung Wak', 'Cafe Coffee Day', 'Chai', 'Bhagini', 'Orchids The International School - Horamavu', 'Sunshine Childrens Home and School', 'St George High School', 'Stylusinc']","['Security / Fire Alarm', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",48.0,low,13.0273,77.6581,Horamavu,5827.119946,50L-1Cr,1000-1500 sqft
Samruddhi Uplands,east,2,Moderatly Old,900.0,1141.0,1285.91,0.78,"['Dharmaraya Swamy Temple', 'Venkateshwara Temple', 'St. Theresa Novitiate', 'Sri Kalikamba Temple', 'Kotak mahindra bank ATM', 'Hdfc bank ATM', 'Government Hospital', 'Hair Loss Treatment in Bangalore - Hairline International', 'Revive Aesthetic Clinic Skin Hair And Laser Center', 'Dentawell', 'Bangalore Pet Hospital', 'Hear2Speak Clinic', 'Sofiyacare Skin And Hair Clinic', 'Vignesh medicals', 'Rajeshwari Pharma Shop', '24x7 Pharmacy', 'Shell', 'Vinayaka Cinema', 'Amphitheater', 'Jagriti Theatre', 'Canara bank', 'Karur vysya bank', 'Karur vyshya bank & atm', 'Damadhish Fine Dine - Family Restaurant', 'Unwind Island Restaurant', 'Saffron Patch', 'Udupi Delecacy', ""Domino's Pizza"", 'The Fat Chef', 'Chai Point', 'Chez Mariannick', 'Toscano - Wine collection', 'Cream Stone', 'Daily Sushi', 'Cafe Bel Cibo Patio', 'The Farmhouse Kitchen & Bakery', 'Bhagini Iris', 'Chez Mariannick Bakery & Restaurant', 'Mainland China', 'Sigree Global Grill', 'Wokantava', 'Nila Bhima', 'Sri Lakshmi Vaibav Hotel', 'Bhagini Park', 'Punjabi Khanna', 'Cafe Coffee Day', 'Den Bakery', 'Bright Beginnings Preschool', 'Neev School', 'The Dunmore House Preschool']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",29.0,low,12.9412,77.7473,Devasthanagalu,6065.743326,50L-1Cr,1000-1500 sqft
Sandalwoods,east,2,Relatively New,,1097.0,1221.0,0.83,"['Whitefield metro station', 'State bank of india ATM', 'Punjab national bank ATM', 'Hdfc bank ATM', 'Nationwide Kadugodi Clinic', 'Telerad RXDX Kadugodi', 'Tele Rad RX DX Health care Pvt Ltd', 'Sky Diagnostic Centre kumbena agrahara', 'New Life Hospital bangalore', 'Kannamangala Primary Health Center', 'Narayana Multispeciality Hospital', 'Apollo Pharmacy', 'International Tech Park', 'Shell', 'State bank of india', 'Q Cinemas', 'Aiswarya Malayali Hotel', 'Delhi Mahal Restaurant', 'Subway', 'Delhiwale', 'Wild Beans', 'Bhagini Residency', 'Thallasery Restaurant', 'Shanmukha Restaurant', 'Adyar Ananda Bhavan', 'Punjabi by Nature 2.0', 'Dot Yum', ""Domino's Pizza"", 'Nandhini', ""Swensen's Ice-cream"", 'Habanero', 'Bakasur', 'Barbeque Nation', 'Sri Udupi Park', 'Abhiruchi', 'Dosa Time', 'Starbucks', 'Divine Light Trust For The Blind', 'Apple Kids', 'Whitefield railway station']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.0,low,12.9955,77.7655,Belathur,6797.706798,50L-1Cr,1000-1500 sqft
Sanjana Bliss,south,2,Moderatly Old,,1028.0,1144.0,0.83,"['Pelekamma Temple', 'Citibank ATM', 'Hdfc bank ATM', 'Axis bank ATM', 'State bank of india ATM', 'Dr. Elizabeth Jayaseelan', 'Naadi Ayurveda Center', 'The Family Doctor & The Family Pharma', 'Dr Mohan Nursing Home', 'Apollo Clinic', 'add-on Scans & Labs', 'Vaatsalya Homeopathy Clinic', 'Sai Clinic', 'Clinic', 'Stanford Speciality Hospital', 'Brothers Chemists', 'Apollo Pharmacy', 'MedPlus Medical Center', 'Hdfc bank', 'Canara bank', 'South indian bank', 'Andhra bank - doddakanelli branch', 'Kotak mahindra bank', 'Burger King', ""Domino's Pizza"", 'Social', 'Punjabi Rasoi', 'Sarjapura Social', 'Vandana', 'California Burrito', 'Barbeque Nation', 'Cuppa Coffee', 'South Inn', 'Pizza Hut', 'Cafe 916', 'Chai Point', 'Chai World', 'The Pizza Bakery', 'Starbucks', 'Bombay Brasserie', 'Nasi and Mee', 'Xplod resto bar', 'Vidyarambh Play School', 'TEKsystems Global Services', 'Standard Chartered Bank', 'Mobileiron Software India Pvt Ltd', 'Cargill Business Services', 'Accenture BDC7', 'Hinduja Global Solutions HGS', 'Hewlett Packard Inc']",['Lift(s)'],58.0,medium,12.8567,77.5877,Serenity Layout,7255.244755,50L-1Cr,1000-1500 sqft
Sanjeevi Srushti,east,3,Under Construction,,1146.0,1275.0,1.15,"['White Field (Kadugodi) Metro Station', 'Arya hub mall', 'NH 648', 'Shwethajali Bharathanaya school', 'Garden City University', 'M.G.A Hospital', 'Kempegowda International Airport', 'Devangonthi Railway Station', 'SHPL IT Park', 'Sanctum Suites', 'Eco Smart', 'Karnataka Golf Association', 'Sri Kanteerava Outdoor Stadium']","['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",107.0,medium,12.9967,77.6966,Whitefield,9019.607843,1Cr-1.5Cr,1000-1500 sqft
Sankaalp Residency,east,1,Old,750.0,800.0,901.6,0.22,"['Temple', 'Shiva', 'Hanuman', 'Hanuman Temple', 'Gethseman Sungji Church', 'Bethel Assembly of God Church', 'Ganesha Temple', 'Om Shakti Temple', 'Ganesha temple', 'Hdfc ATM', 'Geriatric Hospitals', 'Sri Venkateshwara Clinic', ""Dr. Sailaja's Super Speciality Eye Hospital"", 'Karunya Homoeopathy Centre', 'Urban Kids Clinic', ""Arjun's Child Care Clinic"", 'Nava Chaithanya Clinic', ""People's Clinic"", 'Stroke Treatment Paralysis', ""The Children's Clinic"", ""Women's Speciality Polyclinic"", 'Lifespan Diabetic Clinic', 'Motherhoodclinic', 'Jaya Dental Clinic', 'Veterinary Hospital', 'Shubham Ayurvedic Clinic', 'Asesh Dental Clinic', 'Eshawar HospItal', 'Bhagat Dental Clinic', 'R K Polyclinic', 'Bhagat Dental Clinic', 'Maneet Poly Clinic', ""Maruthi Medical's"", 'Dava Sagar', 'MedPlus', 'Chandru Medicals and General Stores', 'Apollo', 'Maruthi Medicals', 'State bank of india', 'Biryani House', 'Kalleshwari Rice corner', 'Starbucks', 'Ruchi', 'Ifun', 'Sweet Chariot Cafe', 'Chung Wak', 'Orchids The International School - Horamavu', 'Sunshine Childrens Home and School', 'St George High School', 'ProEmTech Infosytems Pvt. Ltd.']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Water Storage']",22.0,low,12.8567,77.5877,Coconut Grove Layout,2440.106477,< 50L,< 1000 sqft
