apartment_name,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility,luxury_facility_scores,luxury_category,Latitude,Longitude,apartment_loc,price_per_sqft,price_range,area_range
K and T Sobha Nilayam,south,2,Moderatly Old,747.0,888.0,1000.78,0.36,"['Punjab national bank ATM', 'Corporation bank ATM', 'Clinic', 'Wipro First Aid Clinic', 'E-City Family Dental Centre', 'NH Narayana municipal clinic', 'Narayana Hridayalaya Axiss dental', 'Nayan Dental Clinic', 'Partha Dental Clinic', 'Trust Medicals', 'NH pharmacy', 'Balaji Medical', 'Velankani Tech Park', 'Wipro EC Bus Stand', 'Euro Kids', 'Hdfc bank', 'State bank of india', 'Vijaya bank', 'Icici bank', 'Idbi bank', 'Evolve', 'Punjabi Dhaba', 'Andhra Mess', 'Bombay Kulfi', 'Kerala Mess', 'Eat And Meet', 'Vandy Restaurant', 'KFC', 'Sky Bar', 'She Brews', 'Pot Biryani', 'Soul Indian Speciality Svenska', 'Aastha', 'Barista', 'Mama-G', ""Papa John's"", 'Beijing Bites', 'U.S. Pizza', 'Ladoos', ""Mamaji's"", 'Kaati Zone', 'Moritz restaurant', 'New Green Leaf Restaurant', 'Oasis Bar and Restuarant', 'Sandesh Sweets and Chats', 'EC1 Canteen', '46 Ounces', 'ISBR Business School', 'Just books library', 'Wipro isd library']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property']",0.0,low,12.8355,77.6555,Electronics City Phase 1,3597.194189,< 50L,< 1000 sqft
KB Residency,south,3,Moderatly Old,,1168.0,1300.0,0.6,"['Ganapathi Temple', 'Corporation bank ATM', 'Svasthir Care Centre', 'Thirumala clinic', 'Dr. Naveen S Tahasildar', 'Bhumika Hospital', 'Goverment Veterinary Clinic', 'Anjaneya Homeo Care', 'Sri Saptagiri Clinic', 'Bharat Petroleum', 'Priyadarshini Petrol Gas Station', 'Corporation bank', 'Cqtholic syrian bank', 'Udupi Hotel', 'Urban Herbivore', 'Time Traveler sai Vishram Electronic', 'Hotel Food Zone', 'Thirumala bar', 'Sunshine', 'On The Rock Electronic City', 'Hotel Prashanth', 'KFC', 'MBR Dum Biryani County', 'Adyar Ananda Bhavan', 'Narayana Veg Treat', 'Ritz Electronic City', 'BTL Institute of Technology', 'Atotech India']","['Swimming Pool', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']",0.0,low,13.0755,77.6355,Kyalasanahalli,4615.384615,50L-1Cr,1000-1500 sqft
KB Royale,south,3,Moderatly Old,1400.0,1534.0,1563.0,0.85,"['Bommasandra metro station', 'Hebbagodi metro station', 'Ganapathi Temple', 'Shri Chappara Vinaayaka Devara Gudi', 'Ebenzerer Chirch', 'Axis bank ATM', 'Canara bank ATM', 'Anjaneya Homeo Care', 'Sri Sai Clinic', 'Goverment Veterinary Clinic', 'Bhumika Hospital', 'Svasthir Care Centre', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Elite Canals Dental Clinic', 'Vimalaya Hospital', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Dr. Naveen S Tahasildar', 'Global Speciality Hospital', 'Thirumala clinic', 'Sri Saptagiri Clinic', 'E-City Allergy & Asthma Specialty Clinic', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Priyadarshini Petrol Gas Station', 'Indian Oil', 'Cqtholic syrian bank', 'South indian bank', 'Thirumala bar', 'Hotel Prashanth', 'KFC', 'Time Traveler sai Vishram Electronic', 'Sunshine', 'On The Rock Electronic City', 'Ritz Electronic City', 'Urban Herbivore', 'Narayana Veg Treat', 'Hotel Food Zone', 'Sweet Revenge', 'Meat and Eat', 'Cafe Coffee Day', 'MBR Dum Biryani County', 'Royal South Restaurant', 'Thali', 'Adyar Ananda Bhavan', 'BTL Institute of Technology', 'Jiffy Cable and Datacom']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Water softening plant']",163.0,high,12.8055,77.6955,Bommasandra,5438.259757,50L-1Cr,1500-2000 sqft
KHB Apartments,west,2,Moderatly Old,,887.0,999.65,0.49,"['Kengeri bus terminal metro station', 'Pattanagere metro station', 'Hatti Lakkamma Temple', 'Pushpa Sadan', 'Axis bank ATM', 'Icici bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Kotak mahindra bank ATM', 'Adishesha Netralaya', 'Sri Annapoorneshwari Hospital', 'Shreya Hospital Bengaluru Rural', 'Adarsh Hospital', 'KENGERI UPANAGARA Government Hospital', 'MEDSOL Hospital', 'Mathru Hospital - Bangalore', 'Belaku Eye Hospital', 'Sree Ranga Hospital', 'Medical Center', 'Hk Hospital', 'IEM Auditorium', 'Bangalore Fine Chemicals', 'MedPlus', 'Green House', 'Essar fuel', 'Ageis auto testng', 'Axis bank', 'Canara bank', 'Hdfc bank', 'Uco bank', 'Kotak mahindra bank rvce branch', ""Domino's Pizza"", 'royal andaaz', 'Hotel Dream Land', 'Sathkar Juice Centre', 'Biryani Bhavan', 'Dosa Hut', 'Sri Lakshmi Juice Center', 'Anda Ka Funda', 'Udupi Upahar', 'Biryani Katte', 'Sip n Hog', 'Rolls Rice Cafe', 'Brew Kings', 'Gnana Bodhini Primary School', 'Government school', 'Orchids The International School Mysore Road', 'R.V. College of Engineering', ""St. Anthony's PU College"", 'Kengeri railway station']","['Security / Fire Alarm', 'Lift(s)', 'Water purifier', 'Piped-gas', 'Natural Light']",50.0,medium,12.9055,77.5955,Kengeri Satellite Town,4901.7156,< 50L,< 1000 sqft
KHB Diamond,west,2,Moderatly Old,998.0,1186.0,1336.62,0.47,"['Kengeri metro station', 'Kengeri bus terminal metro station', 'Hatti Lakkamma Temple', 'Pushpa Sadan', 'Axis bank ATM', 'Axis bank ATM', 'Icici bank ATM', 'State bank of india ATM', 'Kotak mahindra bank ATM', 'KENGERI UPANAGARA Government Hospital', 'Shreya Hospital Bengaluru Rural', 'Adishesha Netralaya', 'Adarsh Hospital', 'Belaku Eye Hospital', 'Mathru Hospital - Bangalore', 'Sri Annapoorneshwari Hospital', 'Hk Hospital', 'MEDSOL Hospital', 'Vijaya Hospital Bengaluru Urban', 'Sree Ranga Hospital', 'IEM Auditorium', 'Bangalore Fine Chemicals', 'MedPlus', 'Green House', 'Essar fuel', 'Ageis auto testng', 'Hdfc bank', 'Canara bank', 'Axis bank', 'Uco bank', 'Kotak mahindra bank rvce branch', ""Domino's Pizza"", 'royal andaaz', 'Sathkar Juice Centre', 'Hotel Dream Land', 'Biryani Bhavan', 'Dosa Hut', 'Sri Lakshmi Juice Center', 'Anda Ka Funda', 'Udupi Upahar', 'Biryani Katte', 'Sip n Hog', 'Rolls Rice Cafe', 'Government school', 'Gnana Bodhini Primary School', 'R.V. College of Engineering', 'Orchids The International School Mysore Road', ""St. Anthony's PU College"", 'Kengeri railway station']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Club house / Community Center', 'Rain Water Harvesting']",69.0,medium,12.9055,77.5955,Kengeri,3516.332241,< 50L,1000-1500 sqft
KHB Platinum,west,1,Moderatly Old,500.0,594.0,669.44,0.45,"['Pattanagere metro station', 'Kengeri bus terminal metro station', 'Hatti Lakkamma Temple', 'Vinayaka Temple', 'State bank of india ATM', 'Icici bank ATM', 'Axis bank ATM', 'Kotak mahindra bank ATM', 'Uco bank ATM', 'Oriental bank of commerce ATM', 'MEDSOL Hospital', 'Sree Ranga Hospital', 'Sri Annapoorneshwari Hospital', 'Adishesha Netralaya', 'Medical Center', 'Adarsh Hospital', 'Shreya Hospital Bengaluru Rural', 'Vijaya Hospital Bengaluru Urban', 'IEM Auditorium', 'Bangalore Fine Chemicals', 'MedPlus', 'Global Village Tech Park', 'Green House', 'Ageis auto testng', 'Essar fuel', 'Axis bank', 'Kotak mahindra bank rvce branch', 'Canara bank', 'Hdfc bank', 'Hotel Dream Land', 'Sathkar Juice Centre', 'Dosa Hut', 'Biryani Bhavan', 'Sri Lakshmi Juice Center', 'Udupi Upahar', 'Anda Ka Funda', 'Biryani Katte', 'Sip n Hog', 'Rolls Rice Cafe', 'royal andaaz', 'Brew Kings', ""Domino's Pizza"", 'Global Village Cafeteria', 'Gnana Bodhini Primary School', ""St. Anthony's PU College"", 'Orchids The International School Mysore Road', 'R.V. College of Engineering', 'Kengeri railway station', 'Texport Garments', 'Sifang India Pvt. Ltd.']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Park', 'Visitor Parking', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']",93.0,medium,12.9055,77.5955,Shirke Layout,6722.036329,< 50L,< 1000 sqft
KHB Surya City,south,2,Under Construction,780.0,1300.0,1465.1,0.68,"['Hanuman Temple', 'Goddess Temple', 'Ram Temple', 'London Hospital', 'Balaji Clinic', 'Naryana Hrudalya', 'Sri Swaranaamrutha Hospital', 'Athreya Hospital', 'Athreya Hospital Chandpura', 'Jaya Krishna Clinic', 'RMHC Homeopathy Clinic', 'E-City Allergy & Asthma Specialty Clinic', 'Dr. Naveen S Tahasildar', 'Global Speciality Hospital', 'Priyadarshini Petrol Gas Station', 'Federal bank surya nagar', 'Hotel Sinchara Electronic City', 'Rddy Restaurent Electronic City', 'Hotel Sinchara', 'Sri Ragavendhra Upahar Electronic City', 'Adyar Ananda Bhavan', 'MBR Dum Biryani County', 'Hotel Food Zone', 'Narayana Veg Treat', 'Urban Herbivore', 'On The Rock Electronic City', 'Ritz Electronic City', 'BTL Institute of Technology', 'Bangalore College Of Engineering And Technology', 'Heelalige railway station']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Water softening plant']",66.0,medium,12.9055,77.5955,Suryanagar Phase I,4641.321412,50L-1Cr,1000-1500 sqft
KMB La Palazzo,east,4,Relatively New,3300.0,4174.0,4704.1,7.2,"['Soul Space Spirit Central Mall', 'Sarjapur - Marathahalli Rd', 'Royale Concorde School Sarjapura road', 'Dayananda Sagar University', 'Phoenix Hospital', 'Kempegowda Airport KIAL Rd']","['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",146.0,medium,12.8925,77.7795,Sarjapur Road,15305.79707,> 2Cr,> 2500 sqft
KMF Purab Manor,east,3,Moderatly Old,1680.0,1996.0,2249.49,1.6,"['More Super Market', 'Narayana Olympiad School', 'Silver Oaks International School', 'Axis Bank ATM', 'Femiint Health Family Clinics', 'HAL Airport', 'ICICI Bank Kannamangala', 'State Bank of India', 'SV Gazebo Park', 'Shell Petrol Bunk Bus Stop', 'Whitefield Railway Station', 'HP Petrol Pump', 'Imperio Restaurant']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",140.0,medium,13.0155,77.6955,KR Puram,7112.723328,1.5Cr-2Cr,1500-2000 sqft
KMR Landmark,east,2,Old,950.0,1000.0,1142.0,0.7,"['Srinivasa Temple', 'Sri Ram Mandir', 'Icici ATM', 'Dcb ATM', 'Axis bank ATM', 'Federal bank ATM', 'Sbi ATM', 'South indian bank ATM', 'Samruddhi Health Care Centre', 'Medihope Super Specialty Hospital', 'Apple Clinic', 'Health Care Medi Clinic', 'VHC International', 'Nms Sanjivini Health Center', 'Lotus Medical Centre', 'Kiyara Dental Multispeciality Clinic', 'SRK Dental Clinic', 'Lifeline Polyclinic', 'Easwari Clinic', 'Dr. Harish Tyagi Clinic', 'Ashwin Clinic', 'Arya Dental Care', 'Smiley Dental Care', 'SNP Homoeopathy Clinic', 'Priya Health Care', 'Cure Multi Speciality Clinic', 'Ramdev Pharmacy', 'Patanjali Pharmacy', 'Milan Pharma', 'Apollo Pharmacy', 'Medicure Pharma', 'Ruchi Restaurant', 'Biriyani Zone', 'Grill Hut', 'Namma Madurai', 'Treat Kitchen', 'Malabar Hotel', 'Chai Darbar', 'Kabab Souq', 'Juice Souq', 'Moriz', 'Iyer Idly', 'Venad Kitchen', 'Shake it Off - Thickshakes', 'Sri Gajanana Fruit Centre', 'Kids Castle', 'Ayon International Pre School', 'Orchids The International School - C V Raman Nagar', ""Hayagriva Girls' School"", ""Kid's Castle Preschool""]","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",64.0,medium,12.9755,77.6655,LB Shastri Nagar,6129.597198,50L-1Cr,< 1000 sqft
KR Builders,south,1,Relatively New,550.0,652.0,734.8,0.28,"['Hebbagodi metro station', 'Huskur road metro station', 'Bommasandra metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Canara bank ATM', 'Axis bank ATM', 'Elite Canals Dental Clinic', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Sri Sai Clinic', 'Vimalaya Hospital', 'Anjaneya Homeo Care', 'Goverment Veterinary Clinic', 'Bhumika Hospital', 'Svasthir Care Centre', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Indian Oil', 'Priyadarshini Petrol Gas Station', 'Bharat Petroleum', 'South indian bank', 'Cqtholic syrian bank', 'Meat and Eat', 'Sweet Revenge', 'Thali', 'Cafe Coffee Day', 'Royal South Restaurant', 'KFC', 'Sunshine', 'Time Traveler sai Vishram Electronic', 'Thirumala bar', 'Hotel Prashanth', 'Varvathi', 'New Punjabi Foodcorner', 'Ritz Electronic City', 'On The Rock Electronic City', 'Pallavi restaurant', 'Thalassery Grand Cafe', 'Ebenezer International School Bangalore', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office', 'Tessolve', 'Biocon']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",131.0,medium,12.8355,77.6555,Ananth Nagar Phase 2,3810.560697,< 50L,< 1000 sqft
KVG,south,3,Relatively New,1449.0,1722.0,1940.69,0.75,"['Hanuman', 'Shiva', 'Bhakthanjeneya Temple', 'Hanuman Temple', 'Om Shakti Temple', 'Shani Mahatma Temple', 'Ganesha temple', 'Hdfc ATM', 'Bhagat Dental Clinic', 'Eshawar HospItal', 'Bhagat Dental Clinic', 'R K Polyclinic', 'Asesh Dental Clinic', 'Veterinary Hospital', 'Healthy smiles dental clinic', 'Shree Clinic', 'Urban Kids Clinic', 'Niswaras Homeopathy Clinic', 'Koshys Hospital', 'Amma Poly Clinic and Materinity Home', 'Sri Venkateshwara Clinic', ""Dr. Sailaja's Super Speciality Eye Hospital"", 'Geriatric Hospitals', ""Arjun's Child Care Clinic"", 'Sri Balaji Polyclinic and Diagnostic Centr', 'Nava Chaithanya Clinic', 'Sri Vinayaka Child Care Clinic', 'Smart Dental Clinic', 'Sri Krishna Ayurvedic Clinic', 'Amma Poly Clinic', 'Chandru Medicals and General Stores', 'Shivagami Medicals and General Shop', 'Shri Vishnu', 'Indian Medicals', 'Sree Manjunatha Medicals', 'Bharat Petroleum', 'Hdfc bank', 'Oriental bank of commerce', 'State bank of india', 'Vijaya bank', 'Ruchi', 'Kalleshwari Rice corner', 'Hong Kong Noodles', 'Biryani House', 'Hotel Sinchana', 'St George High School', 'Sunshine Childrens Home and School', 'Chaitanya E-Techno School', 'Orchids The International School - Horamavu', 'ProEmTech Infosytems Pvt. Ltd.']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Water softening plant']",130.0,medium,13.0325,77.6415,Kalkere,3864.604857,50L-1Cr,1500-2000 sqft
KVG Aster,east,2,Relatively New,901.0,1121.0,1263.37,0.69,"['Hanuman', 'Shiva', 'Bhakthanjeneya Temple', 'Hanuman Temple', 'Om Shakti Temple', 'Shani Mahatma Temple', 'Ganesha temple', 'Hdfc ATM', 'Bhagat Dental Clinic', 'Eshawar HospItal', 'R K Polyclinic', 'Bhagat Dental Clinic', 'Asesh Dental Clinic', 'Veterinary Hospital', 'Healthy smiles dental clinic', 'Shree Clinic', 'Urban Kids Clinic', 'Niswaras Homeopathy Clinic', 'Koshys Hospital', 'Amma Poly Clinic and Materinity Home', 'Sri Venkateshwara Clinic', ""Dr. Sailaja's Super Speciality Eye Hospital"", 'Geriatric Hospitals', ""Arjun's Child Care Clinic"", 'Sri Balaji Polyclinic and Diagnostic Centr', 'Nava Chaithanya Clinic', 'Sri Vinayaka Child Care Clinic', 'Smart Dental Clinic', 'Sri Krishna Ayurvedic Clinic', 'Amma Poly Clinic', 'Chandru Medicals and General Stores', 'Shivagami Medicals and General Shop', 'Shri Vishnu', 'Indian Medicals', 'Sree Manjunatha Medicals', 'Bharat Petroleum', 'Hdfc bank', 'Oriental bank of commerce', 'State bank of india', 'Vijaya bank', 'Ruchi', 'Kalleshwari Rice corner', 'Hong Kong Noodles', 'Biryani House', 'Hotel Sinchana', 'St George High School', 'Sunshine Childrens Home and School', 'Chaitanya E-Techno School', 'Orchids The International School - Horamavu', 'ProEmTech Infosytems Pvt. Ltd.']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting']",160.0,high,13.0325,77.6415,Jayanthi Nagar Extension,5461.582909,50L-1Cr,1000-1500 sqft
KVG Aster Phase 2,east,3,Relatively New,1086.0,1360.0,1532.72,0.85,"['Bhakthanjeneya Temple', 'Shani Mahatma Temple', 'Hanuman', 'Shiva', 'Hdfc ATM', 'Icic bank ATM', 'Shree Clinic', 'Niswaras Homeopathy Clinic', 'Healthy smiles dental clinic', 'Smart Dental Clinic', 'Sri Krishna Ayurvedic Clinic', 'Sri Vinayaka Child Care Clinic', 'Amma Poly Clinic', 'GSR Dental & Health Care', 'Bhagat Dental Clinic', 'R K Polyclinic', 'Bhagat Dental Clinic', 'Eshawar HospItal', 'Asesh Dental Clinic', 'Veterinary Hospital', 'Vijaya Lakshmi Clinic', 'Pooja Dental and Orthodontic Clinic', 'Sri Balaji Polyclinic and Diagnostic Centr', 'Koshys Hospital', 'Health Plus Multi Speciality Hospital', 'Amma Poly Clinic and Materinity Home', 'Urban Kids Clinic', 'Shanthinilaya Hospital', 'Swiss Medic Health Care', 'Sree Manjunatha Medicals', 'Shri Vishnu', 'Chandru Medicals and General Stores', 'Shivagami Medicals and General Shop', 'Indian Medicals', 'Bharat Petroleum', 'Bharat Petroleum', 'State bank of india', 'Oriental bank of commerce', 'Hdfc bank', 'Vijaya bank', 'Hong Kong Noodles', 'Hotel Sinchana', 'Ruchi', 'Tibet Kitchen', 'St George High School', 'Chaitanya E-Techno School', 'Sunshine Childrens Home and School', ""St. Anthony's Primary Middle and Girls High School"", ""St. Anne's Pre-University College For Girls"", 'ProEmTech Infosytems Pvt. Ltd.']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting']",160.0,high,13.0325,77.6415,Banjara Layout,5545.696539,50L-1Cr,1000-1500 sqft
KVG Superior,east,2,New Property,1179.0,1401.0,1578.93,0.7,"['Bhakthanjeneya Temple', 'Shani Mahatma Temple', 'Hanuman', 'Shiva', 'Hdfc ATM', 'Icic bank ATM', 'Shree Clinic', 'Niswaras Homeopathy Clinic', 'Healthy smiles dental clinic', 'Smart Dental Clinic', 'Sri Krishna Ayurvedic Clinic', 'Sri Vinayaka Child Care Clinic', 'Amma Poly Clinic', 'GSR Dental & Health Care', 'Bhagat Dental Clinic', 'R K Polyclinic', 'Bhagat Dental Clinic', 'Eshawar HospItal', 'Asesh Dental Clinic', 'Veterinary Hospital', 'Vijaya Lakshmi Clinic', 'Pooja Dental and Orthodontic Clinic', 'Sri Balaji Polyclinic and Diagnostic Centr', 'Koshys Hospital', 'Health Plus Multi Speciality Hospital', 'Amma Poly Clinic and Materinity Home', 'Urban Kids Clinic', 'Shanthinilaya Hospital', 'Swiss Medic Health Care', 'Sree Manjunatha Medicals', 'Shri Vishnu', 'Chandru Medicals and General Stores', 'Shivagami Medicals and General Shop', 'Indian Medicals', 'Bharat Petroleum', 'Bharat Petroleum', 'State bank of india', 'Oriental bank of commerce', 'Hdfc bank', 'Vijaya bank', 'Hong Kong Noodles', 'Hotel Sinchana', 'Ruchi', 'St George High School', 'Chaitanya E-Techno School', 'Sunshine Childrens Home and School', 'L.B.S. School', ""St. Anthony's Primary Middle and Girls High School"", ""St. Anne's Pre-University College For Girls"", 'ProEmTech Infosytems Pvt. Ltd.']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Visitor Parking', 'Fitness Centre / GYM', 'Rain Water Harvesting']",87.0,medium,13.0155,77.6955,NRI Layout,4433.382101,50L-1Cr,1000-1500 sqft
KVG Wonder,east,2,New Property,1179.0,1401.0,1578.93,0.8,"['Reliance Fresh', 'Outer Ring Road', 'Mother Teresa Memorial School', 'Cambridge Pre University College', 'Koslvys Hospital', 'HDFC Bank', 'RMZ Tech Park', 'K.R Puram Railway Station']","['Power Back-up', 'Security / Fire Alarm', 'Lift(s)', 'Visitor Parking']",56.0,medium,12.8925,77.7795,NRI Layout,5066.722401,50L-1Cr,1000-1500 sqft
KVG Wonder Apartment 1,east,2,New Property,,1060.0,1179.0,0.75,"['Shani Mahatma Temple', 'Hanuman', 'Shiva', 'Shanimahatma Temple', 'Holy Family Church', 'Om Shakti Temple', 'Bhakthanjeneya Temple', 'Ganesha temple', 'Hanuman Temple', 'Hdfc ATM', 'Healthy smiles dental clinic', 'Niswaras Homeopathy Clinic', 'Koshys Hospital', 'Shree Clinic', 'Amma Poly Clinic and Materinity Home', 'Sri Balaji Polyclinic and Diagnostic Centr', 'R K Polyclinic', 'Eshawar HospItal', 'Bhagat Dental Clinic', 'Asesh Dental Clinic', 'Veterinary Hospital', 'Bhagat Dental Clinic', 'Sri Vinayaka Child Care Clinic', 'Smart Dental Clinic', 'Sri Krishna Ayurvedic Clinic', 'Amma Poly Clinic', 'Urban Kids Clinic', 'GSR Dental & Health Care', 'Little Flower Hospital', 'Spandana Hospital And Medical Centre', 'Indian Medicals', 'Chandru Medicals and General Stores', 'Sree Manjunatha Medicals', 'Bharat Petroleum', 'Bharat Petroleum', 'Oriental bank of commerce', 'State bank of india', 'Hdfc bank', 'Vijaya bank', 'Hdfc bank', 'Uco bank', 'Hong Kong Noodles', 'Hotel Sinchana', 'Ruchi', 'Chaitanya E-Techno School', 'St George High School', 'Sunshine Childrens Home and School', ""St. Anthony's Primary Middle and Girls High School"", ""St. Anne's Pre-University College For Girls"", 'ProEmTech Infosytems Pvt. Ltd.']","['Private Garden / Terrace', 'Lift(s)', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']",128.0,medium,12.8925,77.7795,NRI Layout,6361.323155,50L-1Cr,1000-1500 sqft
Kalyan Nagar,east,2,Moderatly Old,1064.0,1264.0,1424.53,0.9,"['St. Vincent Pallotti Church', 'Sree Panchamukhi Ganapthy Temple', 'Om Shakthi Temple', 'Banaswadi Anjaneya Temple', 'Axis bank ATM', 'Milaan Hospital', 'Dewans Maternity and Nursing Home', 'Health and hijama clinic', 'Mathapitha Skin Clinic', ""Poorna Heart and Women's Clinic"", 'Nainda Advanced Eye Care Centre', 'Vardhan Fertility', 'Krupa Homeopathic Clinic', 'Endocrine Speciality Centre', 'Express Clinic', 'Pratham Ent and Child Care Centre', 'Motherhood Women & Children Hospital', 'Dr. Naeem Sadiq', ""Dr. Dinakar's Child Care"", 'Srinivasa Eye Hospital', 'Parvati Kalyana Mantapa', 'Religare Pharmacy', 'Manjunatha', 'HP Petrol Pump', 'Indian Oil Fuel', 'Matrushree Petrol Gas Station', 'Syndicate bank', 'Punjab national bank', 'State bank of india', 'Indian overseas bank', 'Idbi bank', 'Federal bank', 'Bank of maharashtra', 'Canara bank', 'Vijaya bank', 'Andhra bank', 'Uttam Sagar', 'Srinidhi Upchaar', 'Sreeraj Lassi Bar', 'New Shanti sagar', 'Ibaco', 'Adigas Annapoorna', 'Cuppa', 'Maruthi Vidyalaya', 'Mother Mary English School', 'St. George College of Management Science & Nursing', 'Patel Public School', 'East Point College', 'Saartha Labs Private Labs', 'Just books library']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)']",51.0,medium,13.0155,77.6655,Banaswadi,6317.873263,50L-1Cr,1000-1500 sqft
Kalyani Livingtree,north,3,Under Construction,1080.0,1283.0,1445.94,0.48,"[('st francis school', '4.1km'), ('reva university', '7.6km'), ('vikrant hospital', '750ms'), ('sh104', '600m'), ('bhartiya mall of bengaluru', '9.9km'), ('yelahanka junction', '11.9km'), ('kempegowda international airport', '11.2km'), ('the leela bhartiya city', '10.4 km'), ('vidhyanagara stadium', '6 km')]","['Skating Rink', ""Children's Play Area"", 'Yoga/Meditation Area', 'Mini Theatre', 'Swimming Pool', 'Club House', 'Park', 'Amphitheatre', 'Gymnasium']",93.0,medium,13.1385,77.6675,Bagalur,3319.639819,< 50L,1000-1500 sqft
Karle Town Centre,north,4,New Property,5000.0,6000.0,6297.0,9.19,"['Yeshwantpur Metro Station', 'Elements Mall', 'NH 44', 'Lm English High School', 'CMR University', 'Manipal Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",143.0,medium,13.0365,77.5925,Nagavara,14594.25123,> 2Cr,> 2500 sqft
