bulit_area,zone_east,zone_north,zone_south,zone_west,construction_status,bhk_type,luxury_category,price_value
0.11952535059331176,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.75
0.17130528586839266,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.54
0.09061488673139159,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.7
0.13344120819848976,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.63
0.13214670981661275,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.25
0.10388349514563108,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.7
0.09234088457389428,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.68
0.11672060409924487,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.2
0.09892125134843582,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.84
0.5866235167206041,0.0,1.0,0.0,0.0,0.0,3.0,1.0,8.4
0.11628910463861919,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.9
0.4825242718446602,0.0,1.0,0.0,0.0,0.0,3.0,0.0,7.43
0.17874865156418557,0.0,1.0,0.0,0.0,2.0,2.0,1.0,3.35
0.2091693635382956,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.5
0.06871628910463862,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.68
0.2451995685005394,0.0,1.0,0.0,0.0,1.0,2.0,1.0,4.39
0.14638619201726,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.7
0.17939590075512407,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0
0.1429341963322546,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.54
0.19385113268608414,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.4
0.15242718446601944,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.44
0.16947141316073355,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.1
0.17065803667745416,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.59
0.15922330097087378,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.94
0.1696871628910464,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.7
